index,state_i-1,state_i,action
1902M7001_022,4.6,5.0,7
1902M7001_023,5.0,3.8,6
1902M7001_024,3.8,2.6,3
1902M7001_025,2.6,3.0,3
1902M7001_026,3.0,3.4,3
1902M7001_027,3.4,4.0,4
1902M7001_028,4.0,4.6,6
1902M7001_029,4.6,4.6,6
1902M7001_030,4.6,4.2,4
1902M7001_031,4.2,4.4,7
1902M7001_032,4.4,4.2,7
1902M7001_033,4.2,3.2,6
1902M7001_034,3.2,4.4,6
1902M7001_035,4.4,4.0,6
1902M7001_036,4.0,3.6,3
1902M7001_037,3.6,3.6,3
1902M7001_038,3.6,2.6,7
1902M7001_039,2.6,5.0,7
1902M7001_040,5.0,5.2,6
1902M7001_041,5.2,3.2,6
1902M7001_042,3.2,3.0,3
1902M7001_043,3.0,4.0,4
1902M7001_044,4.0,4.0,7
1902M7001_045,4.0,4.4,7
1902M7001_046,4.4,5.2,6
1902M7001_047,5.2,5.4,7
1902M7001_048,5.4,5.6,6
1902M7001_049,5.6,4.0,5
1902M7001_050,4.0,5.2,7
1902M7001_051,5.2,4.0,6
1902M7001_052,4.0,3.8,3
1902M7001_053,3.8,3.8,7
1902M7001_054,3.8,3.2,7
1902M7001_055,3.2,4.8,6
1902M7001_056,4.8,5.2,5
1902M7001_057,5.2,3.8,5
1902M7001_058,3.8,4.0,3
1902M7001_059,4.0,4.0,4
1902M7001_060,4.0,4.0,4
1902M7001_061,4.0,4.8,7
1902M7001_062,4.8,4.8,7
1902M7001_063,4.8,4.2,5
1902M7001_064,4.2,4.8,7
1902M7001_065,4.8,4.0,5
1902M7001_066,4.0,4.4,7
1902M7001_067,4.4,3.6,0
1902M7001_068,3.6,2.0,7
1902M7001_069,2.0,2.0,7
1902M7001_070,2.0,3.8,3
1902M7001_071,3.8,3.8,5
1902M7001_072,3.8,4.0,4
1902M7001_073,4.0,4.0,4
1902M7001_074,4.0,4.4,7
1902M7001_075,4.4,4.8,7
1902M7001_076,4.8,3.8,7
1902M7001_077,3.8,3.2,7
1902M7001_078,3.2,4.8,3
1902M7001_079,4.8,5.0,7
1902M7001_080,5.0,5.0,6
1902M7001_081,5.0,3.0,6
1902M7001_082,3.0,3.8,3
1902M7001_083,3.8,4.6,7
1902M7001_084,4.6,3.8,3
1902M7001_085,3.8,4.8,6
1902M7001_086,4.8,4.0,6
1902M7001_087,4.0,3.0,6
1902M7001_088,3.0,3.6,3
1902M7002_001,4.0,4.2,3
1902M7002_002,4.2,4.4,3
1902M7002_003,4.4,5.0,7
1902M7002_004,5.0,4.8,7
1902M7002_005,4.8,4.8,6
1902M7002_006,4.8,4.8,3
1902M7002_007,4.8,4.2,4
1902M7002_008,4.2,5.0,6
1902M7002_009,5.0,4.8,6
1902M7002_010,4.8,4.8,6
1902M7002_011,4.8,4.4,7
1902M7002_012,4.4,4.0,3
1902M7002_013,4.0,4.0,0
1902M7002_014,4.0,3.4,6
1902M7002_015,3.4,4.6,3
1902M7002_016,4.6,5.0,7
1902M7002_017,5.0,4.8,6
1902M7002_018,4.8,4.2,3
1902M7002_019,4.2,3.6,7
1902M7002_020,3.6,4.0,3
1902M7002_021,4.0,4.2,3
1902M7002_022,4.2,4.2,4
1902M7002_023,4.2,4.8,6
1902M7002_024,4.8,4.8,6
1902M7002_025,4.8,4.2,4
1902M7002_026,4.2,3.6,7
1902M7002_027,3.6,3.0,7
1902M7002_028,3.0,5.0,7
1902M7002_029,5.0,4.8,6
1902M7002_030,4.8,5.0,3
1902M7002_031,5.0,3.8,6
1902M7002_032,3.8,4.0,3
1902M7002_033,4.0,3.8,4
1902M7002_034,3.8,5.2,6
1902M7002_035,5.2,3.6,7
1902M7002_036,3.6,5.6,7
1902M7002_037,5.6,6.0,6
1902M7002_038,6.0,5.4,6
1902M7002_039,5.4,4.6,5
1902M7002_040,4.6,5.2,7
1902M7002_041,5.2,4.0,5
1902M7002_042,4.0,4.2,4
1902M7002_043,4.2,3.6,7
1902M7002_044,3.6,5.0,6
1902M7002_045,5.0,4.8,7
1902M7002_046,4.8,4.8,6
1902M7002_047,4.8,4.8,7
1902M7002_048,4.8,4.0,3
1902M7002_049,4.0,5.0,7
1902M7002_050,5.0,4.4,3
1902M7002_051,4.4,5.2,6
1902M7002_052,5.2,4.0,3
1902M7002_053,4.0,5.0,7
1902M7002_054,5.0,4.6,0
1902M7002_055,4.6,4.2,7
1902M7002_056,4.2,4.8,7
1902M7002_057,4.8,5.2,6
1902M7002_058,5.2,4.0,5
1902M7002_059,4.0,4.2,7
1902M7002_060,4.2,4.0,3
1902M7002_061,4.0,4.8,5
1902M7002_062,4.8,4.2,3
1902M7002_063,4.2,4.2,4
1902M7002_064,4.2,4.0,4
1902M7002_065,4.0,3.2,7
1902M7002_066,3.2,5.0,6
1902M7002_067,5.0,4.6,7
1902M7002_068,4.6,5.2,7
1902M7002_069,5.2,5.4,6
1902M7002_070,5.4,4.2,3
1902M7002_071,4.2,5.2,7
1902M7002_072,5.2,5.6,6
1902M7002_073,5.6,4.6,5
1902M7002_074,4.6,3.0,7
1902M7002_075,3.0,3.8,3
1902M7002_076,3.8,4.2,3
1902M7002_077,4.2,2.4,6
1902M7002_078,2.4,4.2,6
1902M7002_079,4.2,4.0,3
1902M7002_080,4.0,5.0,7
1902M7002_081,5.0,4.2,3
1902M7002_082,4.2,2.8,7
1902M7002_083,2.8,3.8,3
1902M7002_084,3.8,4.2,3
